C_CUSTKEY,C_ACCTBAL,C_NAME,C_MKTSEGMENT,C_PHONE,C_NATIONKEY,C_ADDRESS,C_COMMENT 
1352,5570.69,Customer#000001352,FURNITURE,30-631-606-4317,20,XW4X8ComPo5mlyrgLn,bold packages above the slyly iron
1353,3666.51,Customer#000001353,MACHINERY,11-109-274-1421,1,CzscM6Q8vW6,slyly even excuses at the blithely final excuses thrash after the carefully silent th
1354,-897.04,Customer#000001354,MACHINERY,23-969-619-1363,13,rvGErAt5suIqpuxwtL QPAgN7n7Tyv,quickly pending dolphins haggle blithely
1355,2351.10,Customer#000001355,AUTOMOBILE,30-918-883-1662,20,c1r6G98ixzLQkvUV2KphsFwhYvpDo18oToGB,special foxes cajole carefully. furiously final packages according to the carefully blithe instructions detect
1356,927.39,Customer#000001356,HOUSEHOLD,15-656-712-5740,5,3SLzAiW4PihnFUE243 AHKkwtL1PCj,furiously special deposits cajol
1357,8627.90,Customer#000001357,BUILDING,25-242-146-4223,15,"S1bDHNFkDEi,Gbsc3",furiously ironic pinto beans sleep. unusual dolphins affix final p
1358,5149.23,Customer#000001358,BUILDING,13-264-253-1258,3,t23gsl4TdVXqTZha DioEHIq5w7y,slyly regular tithes are fluffily among the furiously bold packag
1359,4069.82,Customer#000001359,FURNITURE,21-124-833-5784,11,"F5XtTR5KeZ,wAL","furiously final packages about the pending, even requests hang fluffily instructions. theodo"
1360,1422.57,Customer#000001360,MACHINERY,29-574-552-4018,19,xeaT6W6D569UKCKU86iK9b6aUanlra,carefully final accounts above the furiously final pinto beans cajole above the furiously ironic the
1361,4128.86,Customer#000001361,HOUSEHOLD,23-104-975-7608,13,"OAHRbO5RS8,yFt16e7glYM4oVEZpf8BefK5DA,7",final accounts nag? slyly unusual deposits cajole sometimes blithely express epitaphs. blithely bold notorni
1362,3718.92,Customer#000001362,MACHINERY,17-801-385-5904,7,FKywgbtf4ib,slyly special foxes under the bold requests caj
1363,-112.46,Customer#000001363,HOUSEHOLD,23-964-365-7781,13,"mYa,yAtLmW2mCglfc7cZ8LrPuP0",carefully even foxes use blithel
1364,-181.69,Customer#000001364,BUILDING,29-992-959-9626,19,INrMv02tUJWFSRMEbBl0oUTtCjry8qUcI8T,quickly regular pearls wake slyly ironic
1365,2207.81,Customer#000001365,MACHINERY,27-358-301-5393,17,DOifjgJKjlSgnpPJ3cHLl2yi EseDZbg3,even ideas may engage carefully according to the slyly express foxes: pending
1366,1634.70,Customer#000001366,HOUSEHOLD,30-193-707-6924,20,"v3YAa1hq4Qc7FdpLg4Jh0b7xo0soyvq1w,Yrb","silent, ironic packages sleep furiously carefully ironic requests. carefully bold accounts poach. regularly un"
1367,5420.32,Customer#000001367,HOUSEHOLD,32-462-328-6604,22,gN803k703pZ1YizV5fp6S8,furiously pending packages boost. furiously express deposits run furi
1368,6376.18,Customer#000001368,BUILDING,25-801-622-7438,15,4PxJqZUIML EhegD7RXkLY8,slyly regular requests solve among the foxes. ironic orbits against the instructions use among
1369,498.77,Customer#000001369,AUTOMOBILE,20-232-617-7418,10,rXTwOzU0a2ak4Nj5L5b1aLij,blithely final packages wake furiously carefully express instruct
1370,9802.04,Customer#000001370,BUILDING,28-575-379-5893,18,"WN7onCgcC,,Lt4dC4C f7SCgnHWSjeTUp",fluffily regular deposits use. carefully pending deposit
1371,4943.58,Customer#000001371,BUILDING,17-492-673-8157,7,"H,U3MSp1OTLGIQuW2",slyly final pinto beans detect slyly. blithely ironic deposits
1372,1796.09,Customer#000001372,HOUSEHOLD,33-563-510-6488,23,"WiWQk7DyBtI,hfP0CIZ","dolphins integrate quickly. ironic, pending deposits detect furiously according to the furiously pending acco"
1373,909.84,Customer#000001373,FURNITURE,23-959-476-7310,13,fAfmAacTlPc,ironic pinto beans are according to the slyly pending accounts. regul
1374,-411.43,Customer#000001374,AUTOMOBILE,29-869-316-1166,19,vRPteZtcyV,slyly ironic requests across the regular instructions integrate slyly
1375,2011.11,Customer#000001375,BUILDING,24-620-497-1489,14,lpKhW7g QK7Y13sxKlRvRYI7SItbTbcBxae,quietly special pinto beans nag. never furious warthogs use blithely ar
1376,6761.52,Customer#000001376,HOUSEHOLD,22-972-150-2900,12,VushDntQeYmYLT22vW09rlg5j06B,"carefully ironic packages boost slyly. furiously regular deposits integrate regular, special packages. quickly ironi"
1377,8839.15,Customer#000001377,MACHINERY,27-398-963-9520,17,P7aUKm47hbe14nVZSrwZ,"fluffily final requests nod blithely. furiously ironic courts sleep above the final, bold courts. regul"
1378,2675.73,Customer#000001378,HOUSEHOLD,27-806-173-2824,17,zDULZOX6KrHF6aL1AMsIg0Ivv4Crz,"carefully final requests use fluffily after the final, final accounts. slyly final platelets are against the request"
1379,1008.26,Customer#000001379,MACHINERY,16-695-982-9623,6,rqYSBCMywMKnfcp2DwotVqI,blithely ironic deposits nag fur
1380,3723.53,Customer#000001380,HOUSEHOLD,27-641-565-1036,17,"a,q fKSYFADxRtRQWSppP8YKp",unusual ideas among the blithely silent multipliers c
1381,367.82,Customer#000001381,BUILDING,32-418-900-6494,22,HqKfFUD6Ib9yoFM5cIgMxjXaqdJAyKSN5w Od,"slyly even packages sleep unusual, regul"
1382,8898.67,Customer#000001382,AUTOMOBILE,20-962-576-3853,10,uiTMgqzTPqAPoKQwbnv,furiously final instructions sleep fluffily
1383,2092.61,Customer#000001383,AUTOMOBILE,25-267-778-1591,15,bSLtrtrAaAky9GZuKhlQqp8BB,slyly regular foxes upon the final deposits haggle car
1384,1534.38,Customer#000001384,HOUSEHOLD,18-788-299-9227,8,bQI5haTy6PHM8MyRtKSlvU4ixAUg,furiously ironic asymptotes hin
1385,2326.75,Customer#000001385,BUILDING,13-693-138-5884,3,4jAtwsWIITPzhTIx7jblhjp9aAzejEGnu,blithely final deposits must wake quickly silently pending notornis. u
1386,9643.87,Customer#000001386,BUILDING,21-450-191-9064,11,uByG5EoybI5dNNLzU5uD4Ba,"ironic deposits according to the blithe theodolites use closely carefully close pinto beans. regular, special e"
1387,8541.87,Customer#000001387,BUILDING,29-444-890-8990,19,GQhAzCMyKiDoel3,express theodolites integrate carefully accounts. blith
1388,291.44,Customer#000001388,FURNITURE,23-185-747-9502,13,WaKdgWEru70hsL8nyLeEkneHyM59Lboo5zfWv,accounts boost slyly after the sl
1389,1111.02,Customer#000001389,FURNITURE,29-865-304-6982,19,"ORf,IQyXsXJ1svlQ,5U","pending ideas affix. ironic, final dep"
1390,3931.31,Customer#000001390,HOUSEHOLD,21-978-977-8988,11,"fQm,RnwO4Tt PMQIB",fluffily final requests sleep blithely ironic fox
1391,5510.28,Customer#000001391,FURNITURE,33-558-545-3053,23,7MqN5yFijW6Yua7LVU6i7QMjjiyJ2KTZEaQ,"furiously bold instructions are quickly according to the bravely unusual accounts. final, regular accoun"
1392,249.82,Customer#000001392,HOUSEHOLD,32-561-640-4912,22,iXmNoe7IBgjc,fluffily final requests cajole
1393,5672.05,Customer#000001393,FURNITURE,34-953-819-7858,24,"zVp5Hbhro,9rTwCYys1HUk","even, regular instructions detect a"
1394,2233.10,Customer#000001394,MACHINERY,13-580-581-6470,3,eE8wv lYYKLXB,"even, unusual dependencies haggle inside the final accounts."
1395,8733.39,Customer#000001395,MACHINERY,33-291-909-3901,23,XJoxiYIaBYgEE,fluffily unusual foxes along the un
1396,7149.43,Customer#000001396,BUILDING,13-523-516-9742,3,M4dHuyrttFfeBr,fluffily express deposits at the quietly even ideas wake according to the slyly final dolphins. fi
1397,5466.83,Customer#000001397,AUTOMOBILE,18-294-992-6523,8,1bk KBemIEsKhD3VyXa6IRLx 4GH u,final packages sleep fluffily after th
1398,7004.90,Customer#000001398,HOUSEHOLD,18-377-181-4654,8,"K1rQq6exc3WcVCcgIjA4SaeqxtK2,HG1",slyly close deposits near the boldly ironic t
1399,7352.14,Customer#000001399,AUTOMOBILE,10-775-919-7154,0,"FOuY,endAFj",packages wake quickly against the blithely
1400,2432.73,Customer#000001400,BUILDING,10-217-180-5310,0,BuouRkR7J f,furiously express platelets use carefully quickly regular packages. spec
1401,8908.63,Customer#000001401,BUILDING,19-339-404-7859,9,C4vlB8ENikVmaMizX3nH3zgds6,slyly express foxes use; special dependencies after the deposits sleep ca
1402,4396.25,Customer#000001402,AUTOMOBILE,16-713-144-2780,6,F7 m0JwiCABmbJLPQpCJ2,express ideas against the courts haggle blithely blithely ironic pinto
1403,9782.34,Customer#000001403,HOUSEHOLD,22-458-624-2509,12,",ql804gtMc3uxTfP,lt4yRBWQ",carefully ironic instructions nag f
1404,3828.46,Customer#000001404,MACHINERY,22-320-701-5582,12,"pIO5i3yjeODChGMHoVvrX,Ctpdj",fluffily pending platelets about the pending foxes mold regular packages. slyly brave realms sleep blithel
1405,3987.39,Customer#000001405,BUILDING,26-285-488-6682,16,i9khsGcg17kWI4q5LKTcc8U3aFojf403,packages above the carefully pending notornis integrate carefully a
1406,2023.59,Customer#000001406,HOUSEHOLD,15-767-155-6419,5,"g1xS4snd0fzl4R,JmPHfEzRD",requests use blithely. fluffily express accounts a
1407,7424.99,Customer#000001407,BUILDING,24-529-300-1554,14,zZsTZ3nI1rG5X,brave packages above the slyly bol
1408,5920.09,Customer#000001408,HOUSEHOLD,21-901-381-6344,11,"NMIb3p1DyU,Z4XOFUS0B,",pinto beans nod quickly across the furiously ironic foxes. slyly final depo
1409,1959.17,Customer#000001409,MACHINERY,21-667-401-3780,11,jzfaCksWUNlI,final accounts according to the slyly pending dependencies play above the furiou
1410,2716.95,Customer#000001410,HOUSEHOLD,32-358-270-1819,22,yEUlreh6mkGmg8SIwKZooUOJ42kuZwAptaR4HAJ,quickly special foxes poach at the spec
1411,772.14,Customer#000001411,AUTOMOBILE,31-898-640-7625,21,4iLVKtSmtJpU,"slyly ironic accounts detect. final, special accounts wak"
1412,6368.38,Customer#000001412,BUILDING,20-715-510-2804,10,gfsI6WU i7kYypv09gGIqUFrUod9uhb,"final foxes haggle unusual, express deposits. furiously regular gifts"
1413,1387.83,Customer#000001413,AUTOMOBILE,25-624-816-9010,15,"9Yh cGpbCbrXZytNfH,dAEwX",furiously final theodolites wake blithely do
1414,3136.15,Customer#000001414,BUILDING,30-323-797-7514,20,2 HBoqTD0qCyMKtcBPVHbNna,blithely express pinto beans nag among th
1415,6252.12,Customer#000001415,BUILDING,31-295-601-1598,21,"x,hzUUAZ9w7ndksLyH0,fEpMfU",requests about the final pinto beans wake blithely against the slyly final reques
1416,5348.40,Customer#000001416,MACHINERY,17-306-898-9363,7,"ovOZcFGL31uxmA2ifIYudX6OuwNDz,B","special, ironic foxes use slyly according to the regularly bold deposits"
1417,7543.01,Customer#000001417,FURNITURE,11-242-612-1339,1,1BDU8AvljnLmkM,slyly quick dolphins detect. furiously even dolphins wake regular ideas. quickly regu
1418,9359.01,Customer#000001418,AUTOMOBILE,27-773-818-3164,17,S5uBtE hDxHcHunowPDXKSxP3csMFnhYt,slyly regular ideas promise across the blithely bold requests. blithely even asymp
1419,5912.72,Customer#000001419,FURNITURE,14-533-796-5446,4,JM4NV2pq4Ps0xJNRtUtlmQ8uuDvKx,slyly unusual accounts within the ca
1420,-932.09,Customer#000001420,AUTOMOBILE,19-433-305-7356,9,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,fluffily silent instructions haggle carefully fluffily regular pin
1421,7292.93,Customer#000001421,MACHINERY,22-139-990-1907,12,Qx9tZ9yiMo,boldly bold requests are about the carefully regular foxes-- slyly final ideas ca
1422,8389.50,Customer#000001422,MACHINERY,27-270-833-4320,17,mzXw44ExYC8DAdeKBakiWy0II,"carefully final packages haggle slowly final asymptotes. bold, even packages boost. fu"
1423,2411.69,Customer#000001423,FURNITURE,31-624-875-9135,21,"9BcCj8CLsqylKxRj0,lm","enticingly unusual depths haggle. slyly regular pinto beans cajole requests. unusual, bol"
1424,7207.70,Customer#000001424,FURNITURE,32-542-134-6212,22,3QsPgbVLZ,furiously regular tithes atop the enticingly regular wartho
1425,5814.72,Customer#000001425,FURNITURE,11-697-824-4418,1,I2UBZAPPdnA9oFKKJTGxaSQZb5QzNzTR4vN6d P,special pinto beans about the q
1426,1965.38,Customer#000001426,HOUSEHOLD,25-629-292-9022,15,"d1Tyzg,0ArKPuBln8CDH, 1Xsukm2nXVl",slyly final pinto beans detect quickl
1427,8136.53,Customer#000001427,AUTOMOBILE,21-941-208-2485,11,dDsmiig0T4oFKaf9ttFeh1etLvSIc9aV1xF2H,enticingly silent requests haggle blithely. carefully regular dependencies kindle blithely busy theodolites. blit
1428,7703.84,Customer#000001428,FURNITURE,25-859-663-3690,15,"3SdWi3lKPXk00UYT,hL",carefully final deposits sleep
1429,6444.82,Customer#000001429,AUTOMOBILE,13-119-903-3814,3,K5sID 6zGPrYdfoADUq4kidlPgF3,carefully final hockey players do detect slyly beside the regular requests. ironically ironic
1430,-920.40,Customer#000001430,BUILDING,10-209-317-6929,0,mv 9MEDwd8yPeQj7N,"carefully even instructions wake blithely express, bold asymptotes. final deposits sleep accor"
1431,5805.81,Customer#000001431,AUTOMOBILE,23-640-395-7009,13,l3LM2d2T1n c7yI4sOfpEbbd540qO66A4MARk,fluffily regular deposits according to the
1432,6314.25,Customer#000001432,MACHINERY,31-831-635-9758,21,",pbQM2fi642oAuel","regular, express tithes wake fluffily above the carefully final asymptotes. entici"
1433,4605.87,Customer#000001433,BUILDING,27-558-375-8169,17,"gK7D76v78U iRA2YI2kxeKLlm4LZMH13,",blithely unusual instructions are about the furiously regular requests. requests wake furious
1434,1851.63,Customer#000001434,MACHINERY,28-749-743-6583,18,V15TQAhSLp7YC3KdjuMwSV3cwg0lp,special deposits wake. furiously regular accounts boost blithely slyly ex
1435,-729.09,Customer#000001435,AUTOMOBILE,30-309-437-9265,20,s0fqxkVVqLWR  IaqibwwOf,accounts haggle blithely. foxes in place of the bo
1436,9158.91,Customer#000001436,MACHINERY,20-918-593-1860,10,"kV5m0jkgFEto,",quickly even requests cajole after the daringly blithe excuses. quickly express theodolites along t
1437,8839.32,Customer#000001437,BUILDING,27-805-486-5768,17,DjHgTwtlzCmcQo,fluffily final theodolites wake slyly across the carefully even waters? unusual p
1438,5436.81,Customer#000001438,FURNITURE,27-688-787-7928,17,Gz Aey8gzHxIIxtpJaG0lAqd82T,furiously ironic instructions unwind above the quickly bold packages. carefully regular accounts unwind furi
1439,8487.60,Customer#000001439,AUTOMOBILE,31-433-694-1822,21,IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6,blithely unusual deposits are. slyly unusual excuses use slyly quickly even pinto beans. furious
1440,1236.36,Customer#000001440,BUILDING,17-619-730-9883,7,k3LXBO5QJrG94TBG77adB1HjqQkleDyUf2c,unusual foxes detect-- ironic foxes w
1441,9465.15,Customer#000001441,BUILDING,33-681-334-4499,23,"u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx",even theodolites nag. slyly silent requests use slyly among the ironic theodolites. blithely ironic
1442,7917.90,Customer#000001442,MACHINERY,26-677-746-7145,16,2fTQpX7N2kp31U,packages maintain slyly. blithely even packages are carefully: ideas alongside of the
1443,7141.87,Customer#000001443,HOUSEHOLD,20-959-383-4792,10,qtBPSM2NvmJXNePBT Ap3M6UqIZTvaF,quickly even requests wake accounts. unusual theodolit
1444,-501.37,Customer#000001444,HOUSEHOLD,17-107-228-8125,7,8WcsyfQU5svH9miWvYbSTH9,special theodolites integrate. fluffi
1445,8367.94,Customer#000001445,HOUSEHOLD,31-151-251-1931,21,5y7gtM75FOfTSBKx9gs9c9MkqJt,fluffily regular instructions
1446,2981.48,Customer#000001446,BUILDING,33-873-120-5388,23,"p94EVXQW,Q3bhXDyhG1Gp96b5zbaW",final packages nag blithely across the carefully pending pinto beans. blithely ironic instructions use. blithely pe
1447,2718.02,Customer#000001447,BUILDING,27-452-251-2941,17,"pHkyNkViDja,dZVNg4bEEbicpoHIVDZvtQi8RPl","final asymptotes maintain. regular, final requests promise quickly: carefully ironic instructions nag fl"
1448,7756.35,Customer#000001448,AUTOMOBILE,34-969-612-1458,24,a45QD J55bo35zA4qR3v,packages haggle. theodolites are theodolites. accounts cajole? dependencies grow permanently according to t
1449,9051.75,Customer#000001449,BUILDING,32-827-813-3340,22,"lNFczqF3TjlSO9BuO3jqXY,b",packages haggle along the furiously even somas. fluffily even theodolites
1450,857.70,Customer#000001450,MACHINERY,13-443-688-6724,3,z7Pl iXBEstivMNf,fluffily regular theodolites affix. carefully even instructions cajole blithely. quickly ruthless foxes amon
1451,3274.30,Customer#000001451,FURNITURE,12-590-121-9328,2,"Yt69m0Aw1LWZhisHJxL4iGEEzx6y,ehspkes","final, ironic pinto beans cajole about the bold asymptotes. requests around the express"
1452,7086.97,Customer#000001452,FURNITURE,17-581-575-4538,7,"51mhHAvPHZACedHYXVU5HXoDIQtBK9,pxuOIlJ",packages sleep according to the permanently bold fo
1453,662.67,Customer#000001453,BUILDING,10-852-397-3642,0,FTfWkW1 8jVgOIIR9sMm2HpohiuR1v2278,"regular, unusual excuses cajole blithely; furiously even pains nag always final ideas; eve"
1454,3366.61,Customer#000001454,FURNITURE,34-478-555-5955,24,"wwPhUG35PiIVasu88,RvDA",carefully express packages sleep carefully among the regular packages-- blithely special pinto beans detect bl
1455,7591.90,Customer#000001455,MACHINERY,13-839-360-1866,3,MrDN0cvhoLZ ioRLZCR hPcY4WvILz2,final requests unwind. carefully special foxes according to the furiously ironic grouches boos
1456,6123.69,Customer#000001456,AUTOMOBILE,23-171-834-8997,13,zKDB5elqlAQoUQp,carefully regular packages along the quickly even dependencies use carefully around the fluffil
1457,2873.49,Customer#000001457,BUILDING,33-660-953-7656,23,qmpteVs7H9WjRow7FDut9a77oFKRDOXxq0JmG,slyly regular requests sleep carefully. carefully pending accounts thrash a
1458,2716.80,Customer#000001458,AUTOMOBILE,13-392-503-9207,3,vsGifZH3fNgJjlgF6jJbmkSqGc,ironic requests boost carefully among the slyly express p
1459,9270.88,Customer#000001459,AUTOMOBILE,21-424-586-6295,11,2sPwjFNEFf9dN4az,slyly even asymptotes nag permanently. sometimes unusual dependencies cajole furiously about the requests. q
1460,9680.51,Customer#000001460,BUILDING,30-151-388-7118,20,AEgBZGLmuMqe7Gqh1,slyly careful deposits cajole among the ironic
1461,8460.48,Customer#000001461,AUTOMOBILE,13-393-444-1533,3,MMmT5l0zAilFCb2ZMqsUm3TXlRH,"express, final requests nag slyly. furiously ironic deposits wake above th"
1462,7305.88,Customer#000001462,FURNITURE,27-153-195-4457,17,"b9Ed,6BCKn5v37q1","special, final multipliers poach. furiously final platelets sleep furiously. furiously ironic theo"
1463,6039.64,Customer#000001463,MACHINERY,17-980-394-5868,7,WD3OuRpJ0NVj2qslrTkUPmeJqVx5,carefully express platelets according to the carefully pending deposits cajole id
1464,9306.20,Customer#000001464,AUTOMOBILE,24-133-117-1577,14,"5kOAfK9s6goOZabgSzNLgD,CILowRxqC2OLnV",carefully bold foxes haggle blithely blithely pending sheaves. fluffily ironic
1465,9365.93,Customer#000001465,FURNITURE,18-807-487-1074,8,tDRaTC7UgFbBX7VF6cVXYQA0,slyly pending instructions affix according to the furiously special requests. even courts shall hav
1466,1268.69,Customer#000001466,FURNITURE,27-360-496-5041,17,Fdm3uYarZ0Tnnh9R,bold requests among the slyly final packages hang slyly alongside of
